time,padx,pady,error_x,error_y,vx,vy,vz,h,tof,cam
2.03046,0,0,-36.24019855102413,-34.44775767713116,-21,-20,0,90,176,NA
2.110859,0,0,-33.3553683705964,-37.24807915667353,-11,-13,0,90,191,NA
2.191225,0,0,-30.25778872677755,-39.80535417962882,-10,-14,0,90,191,NA
2.271688,0,0,-26.96082349504751,-42.10836017311639,-8,-15,0,100,202,NA
2.352316,0,0,-23.482046642984383,-44.14287581769799,-7,-16,0,100,209,NA
2.432849,0,0,-19.85448338441361,-45.8889909405082,-6,-17,0,100,201,NA
2.513357,0,0,-16.100218689592367,-47.33690904724664,-5,-17,0,100,201,NA
2.593971,0,0,-12.235360336188707,-48.47985104601313,-3,-18,0,100,173,NA
2.674495,0,0,-8.296670501405861,-49.30684798880478,-2,-18,0,110,174,NA
2.75495,0,0,-4.3072679500391535,-49.81412894758439,-1,-18,0,110,179,NA
2.835556,0,0,-0.282205235221216,-49.99920359570954,0,-19,0,110,186,NA
2.916243,0,0,3.748410924741799,-49.859296179742415,1,-19,0,110,186,NA
2.996877,0,0,7.752495898537531,-49.39533183756496,3,-18,0,110,189,NA
3.077366,0,0,11.69939276255622,-48.61197598316126,4,-18,0,110,190,NA
3.157864,0,0,15.570697928956179,-47.51371766137859,5,-18,0,120,188,NA
3.238325,0,0,19.33844318595313,-46.10883445874189,7,-17,0,120,197,NA
3.318849,0,0,22.98479472698172,-44.403819783420815,8,-17,0,120,197,NA
3.399423,0,0,26.484119028283082,-42.409803575302426,9,-16,0,120,193,NA
3.479986,0,0,29.81107347202793,-40.14100021730092,11,-16,0,120,192,NA
3.560602,0,0,32.946928922964155,-37.60983747033678,12,-15,0,120,197,NA
3.641003,0,0,35.86132225875054,-34.84200863690328,13,-14,0,120,203,NA
3.721464,0,0,38.54564128004174,-31.84703343029523,14,-13,0,120,203,NA
3.801988,0,0,40.98207245510783,-28.64384292102391,15,-12,0,120,203,NA
3.882731,0,0,43.158774403459724,-25.245201365631253,16,-10,0,120,200,NA
