time,padx,pady,error_x,error_y,vx,vy,vz,h,tof,cam
2.030365,0,0,-36.29263745027762,-34.39250597009044,-23,-22,0,70,76,NA
2.110867,0,0,-33.408369688761304,-37.20054884997068,-12,-15,0,70,77,NA
2.191404,0,0,-30.307570311940236,-39.76746385912482,-11,-16,0,70,77,NA
2.271861,0,0,-27.014020889198637,-42.074251929154244,-10,-17,0,70,77,NA
2.352365,0,0,-23.54194086848168,-44.110962584655894,-8,-18,0,70,77,NA
2.432808,0,0,-19.92230548756566,-45.85958726438902,-7,-18,0,70,78,NA
2.513395,0,0,-16.16570718976959,-47.314584549107394,-5,-19,0,70,78,NA
2.593872,0,0,-12.3092049053803,-48.46115428461606,-4,-19,0,70,78,NA
2.674436,0,0,-8.370063675790007,-49.294442222863424,-2,-20,0,70,79,NA
2.755038,0,0,-4.3738918810203105,-49.80832329855267,0,-20,0,70,79,NA
2.835777,0,0,-0.34341800359950336,-49.99882062683882,0,-20,0,70,79,NA
2.916393,0,0,3.684988723679278,-49.864023685482465,2,-20,0,70,80,NA
2.996847,0,0,7.681214872215378,-49.406466561441704,3,-19,0,70,80,NA
3.077259,0,0,11.624217669844512,-48.63000682257894,5,-19,0,70,80,NA
3.15781,0,0,15.49940369662096,-47.53702225685968,7,-19,0,70,80,NA
3.238403,0,0,19.275808089601963,-46.13505416158992,8,-18,0,70,80,NA
3.318949,0,0,22.925531138672305,-44.43444634525974,10,-17,0,70,81,NA
3.399523,0,0,26.428069303154622,-42.44475412707271,11,-16,0,70,81,NA
3.480025,0,0,29.755306973005347,-40.18235566691206,12,-15,0,70,81,NA
3.56044,0,0,32.88743734515011,-37.661870172215636,13,-14,0,70,81,NA
3.64079,0,0,35.803997186625026,-34.90091381984356,15,-13,0,70,81,NA
3.721241,0,0,38.4928708191685,-31.91079591766407,16,-12,0,70,82,NA
3.801839,0,0,40.93698307823093,-28.708246488642146,17,-11,0,70,82,NA
3.882398,0,0,43.114577725250115,-25.320607962159343,17,-9,0,70,82,NA
3.962903,0,0,45.01120761277729,-21.77133871031957,18,-8,0,70,82,NA
4.043435,0,0,46.616522237378774,-18.080372078360835,19,-6,0,70,82,NA
4.12407,0,0,47.921491825816325,-14.266415849407267,19,-5,0,70,82,NA
4.204574,0,0,48.913521733020524,-10.366648044248873,19,-3,0,70,82,NA
4.285162,0,0,49.589236649393094,-6.395905606752563,20,-2,0,70,82,NA
4.365829,0,0,49.94339297471394,-2.3785495944575374,20,0,0,70,82,NA
4.446367,0,0,49.97291400312491,1.6455594903503508,20,1,0,70,83,NA
4.526993,0,0,49.67789638088737,5.666269599111681,20,2,0,70,83,NA
4.607521,0,0,49.06108526483468,9.644164693565813,19,4,0,70,82,NA
4.688138,0,0,48.125123450109236,13.563646003628458,19,5,0,70,83,NA
4.768878,0,0,46.87427857407451,17.401207089166533,18,7,0,70,83,NA
4.849402,0,0,45.3230587334108,21.11445824660901,18,8,0,70,82,NA
4.929956,0,0,43.47658470242847,24.693857183772707,17,10,0,70,82,NA
5.010461,0,0,41.350239264729524,28.10974408900978,16,11,0,70,82,NA
5.090992,0,0,38.954733302401046,31.345314695163083,15,12,0,70,78,NA
5.171564,0,0,36.3057597002034,34.3786534435409,14,14,0,70,70,NA
5.252159,0,0,33.42016092936136,37.189956217446515,13,15,0,70,70,NA
5.332796,0,0,30.315568441316127,39.76136705496779,11,16,0,70,63,NA
5.413368,0,0,27.01745785100374,42.07204500935552,10,17,0,70,60,NA
5.493969,0,0,23.542210450437633,44.11081870819567,9,17,0,70,59,NA
5.574492,0,0,19.917785731485452,45.86155047046092,7,18,0,70,60,NA
5.655145,0,0,16.158517076152542,47.31704054460387,6,19,0,70,60,NA
5.73588,0,0,12.289627121939816,48.46612286126962,4,19,0,70,67,NA
5.816477,0,0,8.347928168686105,49.29819565958228,2,19,0,70,6553,NA
5.897013,0,0,4.354364313427389,49.8100342443764,1,19,0,70,132,NA
5.977474,0,0,0.3375248301931163,49.998860756911284,0,19,0,70,161,NA
6.057979,0,0,-3.6839944473856217,49.864097153278856,-1,19,0,70,161,NA
6.138703,0,0,-7.693575562051231,49.40454326345916,-3,19,0,70,176,NA
6.21933,0,0,-11.647501936358397,48.62443520127023,-5,19,0,70,173,NA
6.299938,0,0,-15.525325739507803,47.52856257748783,-6,18,0,70,169,NA
6.380482,0,0,-19.299491406026846,46.12515183138909,-8,18,0,70,172,NA
6.460995,0,0,-22.946307345102202,44.423720907012154,-9,17,0,70,172,NA
6.541555,0,0,-26.446053201539392,42.43355123085208,-11,16,0,70,181,NA
6.622232,0,0,-29.77983030395597,40.16418438195385,-12,15,0,70,174,NA
6.702931,0,0,-32.92057045455842,37.63291167245042,-13,14,0,70,170,NA
6.783678,0,0,-35.8489290197876,34.85475990642068,-14,13,0,70,170,NA
6.864289,0,0,-38.53928042488516,31.85473064290551,-15,12,0,70,151,NA
6.944852,0,0,-40.97762181039136,28.650209611179783,-16,10,0,70,130,NA
7.025371,0,0,-43.14946842213011,25.26110399186062,-17,9,0,70,125,NA
7.105857,0,0,-45.04066688557597,21.71032764613606,-18,7,0,70,123,NA
7.18652,0,0,-46.6434053128577,18.01090616322449,-18,6,0,70,123,NA
7.267121,0,0,-47.94219417339733,14.196690383334662,-19,4,0,70,122,NA
7.347693,0,0,-48.92942870292825,10.291307341881362,-19,3,0,70,122,NA
7.42806,0,0,-49.597670580284756,6.330171641397723,-19,1,0,70,123,NA
7.508562,0,0,-49.94606147270807,2.3218405122804455,-19,0,0,70,124,NA
7.589119,0,0,-49.97093253959643,-1.7046703854711232,-19,-1,0,70,124,NA
7.669649,0,0,-49.671841222942994,-5.719107406120337,-19,-3,0,70,123,NA
7.750023,0,0,-49.052312901604886,-9.688684069730348,-19,-4,0,70,123,NA
7.83054,0,0,-48.113933068602094,-13.603288009524686,-18,-6,0,70,126,NA
7.91102,0,0,-46.86487324985815,-17.426521605722975,-18,-7,0,70,126,NA
7.99155,0,0,-45.31102815916661,-21.14026317620503,-17,-9,0,70,128,NA
8.072265,0,0,-43.45928626603535,-24.724288407288725,-16,-10,0,70,134,NA
8.152932,0,0,-41.32568545366999,-28.145829562909107,-15,-12,0,70,134,NA
8.233586,0,0,-38.923293220569605,-31.384347131421425,-14,-13,0,70,141,NA
8.314331,0,0,-36.26551158099012,-34.42110791024995,-13,-14,0,70,141,NA
8.395011,0,0,-33.373332379862326,-37.23198471560753,-12,-15,0,70,147,NA
8.475519,0,0,-30.271009625724325,-39.79530093163394,-11,-16,0,70,165,NA
