time,padx,pady,error_x,error_y,vx,vy,vz,h,tof,cam
2.030421,0,0,-36.27547072499186,-34.410612079419025,-23,-22,0,80,78,NA
2.110997,0,0,-33.38840007968708,-37.218473103000235,-12,-15,0,80,79,NA
2.191487,0,0,-30.287209986261566,-39.78297262960748,-11,-16,0,80,79,NA
2.271855,0,0,-26.995510558435033,-42.086130847221185,-10,-17,0,80,79,NA
2.352262,0,0,-23.52905669514111,-44.117836427422816,-8,-18,0,80,78,NA
2.4329,0,0,-19.897985966594373,-45.87014447844277,-7,-18,0,80,79,NA
2.513434,0,0,-16.144091728576473,-47.32196426881822,-5,-19,0,80,79,NA
2.594058,0,0,-12.279739831461876,-48.46862892296014,-4,-19,0,80,79,NA
2.674645,0,0,-8.338670489996245,-49.299762417878505,-2,-20,0,80,79,NA
2.755279,0,0,-4.340759025020613,-49.811221738547054,0,-20,0,80,79,NA
2.836123,0,0,-0.3041036051398907,-49.99907520142089,0,-20,0,80,79,NA
2.91671,0,0,3.7207246343269085,-49.861369898905835,2,-20,0,80,79,NA
2.997125,0,0,7.715997591553406,-49.40104635700687,3,-19,0,80,80,NA
3.077769,0,0,11.66976655650818,-48.619096541550455,5,-19,0,80,79,NA
3.158196,0,0,15.538613052631947,-47.524220187190615,7,-19,0,80,79,NA
3.238569,0,0,19.30328130562452,-46.12356589462622,8,-18,0,80,79,NA
3.319011,0,0,22.947828615422097,-44.42293508805125,10,-17,0,80,80,NA
3.399439,0,0,26.44213412061445,-42.43599348604244,11,-16,0,80,80,NA
3.480024,0,0,29.772318775994826,-40.1697527338736,12,-15,0,80,80,NA
3.560634,0,0,32.910624612321406,-37.64160979058765,13,-14,0,80,80,NA
3.641025,0,0,35.82714671958343,-34.877149509864516,15,-13,0,80,80,NA
3.721529,0,0,38.51563213980919,-31.883319790619314,16,-12,0,80,81,NA
3.802098,0,0,40.95667897676735,-28.680140292439702,17,-11,0,80,81,NA
3.882717,0,0,43.13294873255787,-25.2893007739347,17,-9,0,80,83,NA
3.963141,0,0,45.02567968322272,-21.741392988118886,18,-8,0,80,83,NA
4.043659,0,0,46.6283408120199,-18.04987072303067,19,-6,0,80,85,NA
4.12406,0,0,47.9275691362893,-14.245985985048893,19,-5,0,80,88,NA
4.204516,0,0,48.91735430986148,-10.34854807803863,19,-3,0,80,96,NA
4.285032,0,0,49.591253149906464,-6.38025164252099,20,-2,0,80,111,NA
4.365798,0,0,49.94433605690311,-2.3586639936896225,20,0,0,80,111,NA
4.446159,0,0,49.97248269664455,1.6586057800336735,20,1,0,80,124,NA
4.526634,0,0,49.67746258239417,5.670071549356916,20,2,0,80,133,NA
4.607113,0,0,49.060926603180995,9.644971790383194,19,4,0,80,140,NA
