time,padx,pady,error_x,error_y,vx,vy,tof,h
2.030326,0,0,-36.321733781377525,-34.3617760762557,-23,-22,79,70
2.11079,0,0,-33.44357470886046,-37.168902468231,-14,-17,79,70
2.191082,0,0,-30.353515409499515,-39.73240619803028,-13,-18,80,70
2.27144,0,0,-27.066182835000763,-42.04071534527344,-11,-19,79,70
2.35179,0,0,-23.605406823322504,-44.07703221299546,-10,-20,79,70
2.432122,0,0,-19.99113300735458,-45.82962580124628,-8,-21,79,70
2.512475,0,0,-16.248493829883166,-47.28621837555049,-6,-22,79,70
2.59272,0,0,-12.40528713761496,-48.43664780962164,-5,-22,79,70
2.673032,0,0,-8.481422656088023,-49.275404308121075,-3,-23,79,70
2.753267,0,0,-4.503613780939278,-49.7967615705292,-1,-23,79,70
2.833488,0,0,-0.49786003212751695,-49.99752129244418,0,-23,79,70
2.913713,0,0,3.510419404599673,-49.87661732318873,1,-23,79,70
2.994041,0,0,7.499642582857458,-49.434354057976634,3,-23,79,70
3.074368,0,0,11.442361495524562,-48.67311746134345,5,-23,79,70
3.154586,0,0,15.307557134867848,-47.59914594362756,7,-22,79,70
3.234962,0,0,19.079271831951168,-46.21667866000882,9,-21,79,70
3.315307,0,0,22.727206807255865,-44.53621078111858,10,-21,79,70
3.395606,0,0,26.2264734014476,-42.56961466730891,12,-20,79,70
3.475865,0,0,29.554875255032307,-40.33000556235368,13,-19,81,70
3.556134,0,0,32.69366277209915,-37.83020505554071,15,-18,80,70
3.63637,0,0,35.62057677604781,-35.08809641661518,16,-17,80,70
3.71661,0,0,38.31826331693717,-32.12025367854163,17,-15,80,70
3.796884,0,0,40.770629283696216,-28.94401125986881,18,-14,82,70
3.877165,0,0,42.959670049226,-25.582547747666478,19,-12,82,70
3.957428,0,0,44.87311964005648,-22.054549049327164,20,-11,81,70
4.03765,0,0,46.496170357554064,-18.387662768315906,21,-9,81,70
4.117882,0,0,47.8202870000975,-14.602059828267594,22,-7,81,70
4.198197,0,0,48.83736930934166,-10.71967158745888,22,-6,82,70
4.278452,0,0,49.53974124911531,-6.768606723004614,23,-4,80,70
4.358689,0,0,49.922863556862445,-2.776273452471084,23,-2,80,70
4.438957,0,0,49.98472815736154,1.235698601872045,23,0,81,70
4.519329,0,0,49.724323766625986,5.2432457458862745,23,0,82,70
4.599585,0,0,49.143629517014595,9.214319176933907,23,2,80,70
4.679791,0,0,48.24738383200513,13.12211695448452,22,4,82,70
4.760045,0,0,47.04049984129588,16.946721649954647,22,6,82,70
4.840314,0,0,45.53013046029342,20.664153025678573,21,7,82,70
4.920711,0,0,43.72309162756198,24.25471621206523,20,9,80,70
5.001164,0,0,41.632268366063684,27.690327385136726,19,11,81,70
5.081452,0,0,39.277676994606416,30.939684709243014,18,12,81,70
5.161673,0,0,36.67168760967566,33.988046837945255,17,14,82,70
5.24204,0,0,33.82601459313395,36.82119955603143,16,15,83,70
5.322311,0,0,30.763729065702687,39.41564377213748,15,16,80,70
5.402515,0,0,27.507100153862297,41.753556029701095,13,17,81,70
5.48273,0,0,24.07221850463719,43.82383251456909,12,18,81,70
5.563068,0,0,20.47918807008447,45.61362577114551,10,19,81,70
5.643407,0,0,16.752680707184254,47.109953185321004,8,20,82,70
5.723656,0,0,12.920542738593294,48.3017554064051,7,20,80,70
5.803957,0,0,9.004920904596169,49.18242978444606,5,21,79,70
5.884182,0,0,5.034375271278203,49.745905013658586,3,21,79,70
5.964531,0,0,1.0251739422644928,49.98948907908643,1,21,80,70
6.044748,0,0,-2.984038754624964,49.91087569569278,0,21,80,70
6.124991,0,0,-6.974766417417208,49.51113645860363,-1,21,80,70
6.205244,0,0,-10.921454066478436,48.79264125945429,-3,21,80,70
6.285502,0,0,-14.796724052706796,47.76041203034212,-5,20,80,70
6.36582,0,0,-18.580985964958465,46.41925204664565,-7,20,82,70
6.446148,0,0,-22.247289468945457,44.77787524308125,-8,19,82,70
6.526428,0,0,-25.766057619948267,42.849857347784784,-10,18,81,70
6.606652,0,0,-29.117458910242966,40.646938219382676,-11,17,81,70
6.68691,0,0,-32.281858284944846,38.18221609166678,-13,16,81,70
6.767197,0,0,-35.240602698434934,35.469704276340686,-14,15,81,70
6.84762,0,0,-37.97629358737065,32.52385471259259,-16,14,81,70
6.927842,0,0,-40.46050142683485,29.37597358878672,-17,12,79,70
7.008118,0,0,-42.68532925907998,26.037716221741313,-18,11,80,70
7.088537,0,0,-44.639553095121585,22.523549886015317,-19,9,82,70
7.168754,0,0,-46.30071388481839,18.874424329133472,-19,7,81,70
7.249102,0,0,-47.66616304947821,15.097579280817103,-20,6,81,70
7.329483,0,0,-48.72423617467306,11.22269170897434,-21,4,80,70
7.409744,0,0,-49.467397495944255,7.278501561327586,-21,2,80,70
7.490043,0,0,-49.89174163356558,3.2884824417258116,-21,0,80,70
7.570461,0,0,-49.99465019034703,-0.7314043647897945,-21,0,80,70
7.650713,0,0,-49.775121023083216,-4.736805583662853,-21,-2,80,70
7.730993,0,0,-49.235229359340586,-8.711612361275419,-21,-4,80,70
7.811313,0,0,-48.37743352824366,-12.63423623415228,-21,-6,80,70
7.891652,0,0,-47.20701353424655,-16.477192515033114,-20,-7,80,70
7.971862,0,0,-45.73500560244651,-20.2066638152909,-20,-9,80,70
8.052132,0,0,-43.96787457224316,-23.808107980255247,-19,-11,78,70
8.132442,0,0,-41.91706101135434,-27.25729253191515,-18,-12,80,70
8.212679,0,0,-39.59618334240031,-30.531004973878932,-17,-14,80,70
8.292942,0,0,-37.02076901054667,-33.6074792548883,-16,-15,80,70
8.373196,0,0,-34.20760464532575,-36.46696840195368,-14,-17,80,70
8.45351,0,0,-31.17264124894078,-39.09304845576558,-13,-18,80,70
8.533767,0,0,-27.937012985842795,-41.467135245020856,-12,-19,79,70
8.614006,0,0,-24.523142944193136,-43.57310477965359,-10,-20,80,70
8.69433,0,0,-20.948090257834227,-45.40019289110599,-9,-21,80,70
8.77461,0,0,-17.239816895649223,-46.93387596826505,-7,-21,80,70
8.854866,0,0,-13.421643493538562,-48.16491966081075,-5,-22,81,70
8.935103,0,0,-9.51776954491104,-49.08576232361034,-3,-23,81,70
9.015414,0,0,-5.549672493818075,-49.69105689368419,-2,-23,80,70
9.095709,0,0,-1.5460706584041666,-49.97609093876012,0,-23,80,70
9.176,0,0,2.4671488151256935,-49.939094672651244,1,-23,80,70
9.256528,0,0,6.476269697441896,-49.57880525795267,3,-23,79,70
9.336811,0,0,10.431478845325543,-48.89973669765028,5,-23,79,70
