time,padx,pady,error_x,error_y,vx,vy,tof,h
2.030289,0,0,-36.30803305948337,-34.37625249138513,-18,-17,78,70
2.110717,0,0,-33.429216168463945,-37.18181687817459,-9,-11,78,60
2.191163,0,0,-30.332689712040366,-39.748307320351145,-8,-12,78,60
2.271673,0,0,-27.038011324693485,-42.058839066309794,-7,-13,76,60
2.351905,0,0,-23.579856007434657,-44.09070639793207,-6,-13,77,60
2.432125,0,0,-19.970829360097493,-45.838477010802485,-5,-14,78,60
2.51245,0,0,-16.228413526597155,-47.29311360451708,-4,-14,76,60
2.59279,0,0,-12.380780277538364,-48.44291774572746,-3,-15,76,60
2.673197,0,0,-8.449794832655101,-49.2808377291421,-1,-15,76,60
2.753569,0,0,-4.4674371700887745,-49.80002013183638,0,-15,77,60
2.833867,0,0,-0.4584870054579531,-49.99789785246802,0,-15,78,60
2.914084,0,0,3.5508374975668953,-49.87375615557618,1,-15,78,60
2.994303,0,0,7.535977002634659,-49.42882813314272,2,-15,77,60
3.074692,0,0,11.479318765939512,-48.66441452098185,4,-15,77,60
3.155031,0,0,15.349347829930258,-47.58568609567183,5,-14,79,60
3.235356,0,0,19.118106764261768,-46.20062763372689,6,-14,78,60
3.315579,0,0,22.758514436155217,-44.520220357263675,7,-13,78,60
3.39595,0,0,26.259775657213215,-42.54907968961059,8,-13,78,60
3.476328,0,0,29.59021019316313,-40.30408739475966,9,-12,78,60
3.55678,0,0,32.73433047613005,-37.79502094561536,10,-11,78,60
3.637088,0,0,35.660917478886134,-35.04709637850293,11,-10,79,60
3.717423,0,0,38.35835401846243,-32.07236625187339,12,-9,79,60
3.797867,0,0,40.811654834261226,-28.886135596322365,12,-9,77,60
3.878338,0,0,43.00085195570035,-25.51326578633048,13,-7,77,60
3.958799,0,0,44.912725481069124,-21.973781874363926,14,-6,77,60
4.039178,0,0,46.53213028423468,-18.296471004295054,14,-5,77,60
4.119461,0,0,47.849434859856544,-14.506260151822229,14,-4,77,60
4.199802,0,0,48.85918041663556,-10.619815865383728,15,-3,80,60
4.280153,0,0,49.554050968394506,-6.663034790676085,15,-2,78,60
4.360524,0,0,49.9290560695578,-2.6625852104586456,15,-1,79,60
4.440857,0,0,49.98171353603536,1.3521508797836257,15,0,79,60
4.521206,0,0,49.712048351178915,5.358381166924339,15,1,80,60
4.601665,0,0,49.12056874706479,9.336472886742744,15,2,79,60
4.682061,0,0,48.21186872692053,13.25200791797915,14,3,79,60
4.762399,0,0,46.99316212681286,17.077549980107847,14,4,79,60
4.842841,0,0,45.46879564476687,20.79876493002478,14,5,79,60
4.923254,0,0,43.65103727996295,24.384153550682967,13,7,80,70
5.003688,0,0,41.550282810573854,27.813198276381858,12,8,80,70
5.084018,0,0,39.18430303832017,31.057855614982383,12,9,79,70
5.164465,0,0,36.56301290274449,34.10492761279137,11,9,79,70
5.244991,0,0,33.699857865971126,36.936696926137614,10,10,79,70
5.325366,0,0,30.62582234492261,39.522892172729954,9,11,79,70
5.405829,0,0,27.350367601465702,41.85639009834335,8,12,79,70
5.48617,0,0,23.902617976219904,43.91656696376538,7,12,81,70
5.566621,0,0,20.29687762124804,45.69504085596248,6,13,81,70
5.646932,0,0,16.564424742520824,47.17647541889246,5,13,81,70
5.727346,0,0,12.72125209083863,48.35462485886261,4,14,80,70
5.807792,0,0,8.795566005202678,49.220300879292914,2,14,80,70
5.888269,0,0,4.809096433006585,49.76818854949458,1,14,82,70
5.968671,0,0,0.7962468436593352,49.99365950762119,0,14,81,70
6.049002,0,0,-3.2179409309173796,49.8963411099965,0,14,80,70
6.129296,0,0,-7.2092637938732995,49.47753546358536,-1,14,80,70
6.209739,0,0,-11.160346798079184,48.7385541368084,-3,14,81,70
6.289962,0,0,-15.03194619103394,47.6869016996267,-4,13,79,70
