time,padx,pady,error_x,error_y,vx,vy,vz,h,tof,cam
2.03022,0,0,-36.29540066990889,-34.38958985231981,-21,-20,0,60,77,NA
2.110688,0,0,-33.41573055524572,-37.19393702553169,-11,-13,0,60,76,NA
2.19098,0,0,-30.323998821221487,-39.75493800134215,-10,-14,0,60,78,NA
2.271261,0,0,-27.036627500065517,-42.0597286418101,-9,-15,0,60,78,NA
2.351528,0,0,-23.57872069891214,-44.09131354589804,-7,-16,0,60,78,NA
2.431863,0,0,-19.962829214985874,-45.841961669777035,-6,-17,0,60,79,NA
2.512295,0,0,-16.217250273262806,-47.296942750820136,-5,-17,0,60,81,NA
2.592928,0,0,-12.35505737034342,-48.449484593497196,-3,-18,0,60,81,NA
2.673581,0,0,-8.411371510467848,-49.287410454525705,-2,-18,0,60,82,NA
2.753957,0,0,-4.424703703796413,-49.80383516491085,-1,-18,0,60,82,NA
2.834378,0,0,-0.40958919930007615,-49.99832233873269,0,-19,0,60,82,NA
2.914826,0,0,3.609658950502727,-49.86953340729243,1,-19,0,60,82,NA
2.995162,0,0,7.600221080321186,-49.41899067696791,3,-18,0,60,84,NA
3.075737,0,0,11.55301625570575,-48.64697128697119,4,-18,0,60,85,NA
3.156284,0,0,15.427564317912957,-47.56038539810899,5,-18,0,60,85,NA
3.236861,0,0,19.2057193640671,-46.16427562205106,7,-17,0,60,84,NA
3.317389,0,0,22.856992533044266,-44.46974131186687,8,-17,0,60,86,NA
3.397951,0,0,26.36137881650277,-42.486206077888845,9,-16,0,60,86,NA
3.478413,0,0,29.692894332991326,-40.22849768671223,10,-16,0,60,86,NA
3.558818,0,0,32.82798048440066,-37.713707021662685,12,-15,0,70,86,NA
3.639123,0,0,35.74600023485875,-34.96031274473211,13,-14,0,70,87,NA
3.719553,0,0,38.44068097089931,-31.973646124481014,14,-13,0,70,87,NA
3.800132,0,0,40.888389685906,-28.777414562352465,15,-12,0,70,88,NA
3.880537,0,0,43.06759703254945,-25.400434756947327,15,-11,0,70,88,NA
3.960811,0,0,44.966660734277916,-21.863197899857845,16,-9,0,70,87,NA
4.041048,0,0,46.57436703291094,-18.188687019235296,17,-8,0,70,86,NA
4.121376,0,0,47.882971614057375,-14.395173823451247,17,-7,0,70,87,NA
4.201637,0,0,48.88348951741061,-10.507352311653344,18,-5,0,70,88,NA
4.281879,0,0,49.56824826678671,-6.556581713225014,18,-4,0,70,88,NA
4.362357,0,0,49.93482306619777,-2.552145244205859,18,-2,0,70,88,NA
4.442766,0,0,49.978399939583376,1.469537164910176,18,-1,0,70,91,NA
4.523262,0,0,49.69866404239933,5.481130576872209,18,0,0,70,91,NA
4.603648,0,0,49.097547089352354,9.456789614283938,18,1,0,70,91,NA
4.683905,0,0,48.18150023297737,13.361999674435019,18,2,0,70,95,NA
4.764291,0,0,46.952734662215576,17.188388747627858,18,4,0,70,98,NA
4.844681,0,0,45.42086766268106,20.903224171625155,17,5,0,70,100,NA
4.925173,0,0,43.59298710089426,24.48778217032457,17,6,0,70,6553,NA
5.005639,0,0,41.483979388763565,27.911994806402497,16,7,0,70,6553,NA
5.086067,0,0,39.108368920125045,31.15341843855016,15,9,0,70,6553,NA
5.166578,0,0,36.47619949339419,34.19776119160595,14,10,0,70,6553,NA
5.246926,0,0,33.61235130439771,37.01634557583654,13,11,0,70,6553,NA
5.327254,0,0,30.533478472686404,39.594276004973196,12,12,0,70,6553,NA
5.407618,0,0,27.258252095675527,41.91643702282675,11,13,0,70,6553,NA
5.488029,0,0,23.80322304163306,43.970519360479116,10,13,0,70,6553,NA
5.568557,0,0,20.187645542794996,45.74340354016598,9,14,0,70,6553,NA
5.648805,0,0,16.45523235792659,47.214672804612825,7,15,0,70,6553,NA
5.729191,0,0,12.610855372664167,48.38353363252572,6,15,0,70,6553,NA
5.809705,0,0,8.680937922522745,49.240646998037164,5,16,0,70,6553,NA
5.89003,0,0,4.699529223370396,49.77865431164936,3,16,0,70,158,NA
5.97031,0,0,0.6945607180762808,49.99517562134276,2,16,0,70,158,NA
6.050734,0,0,-3.3262007209841724,49.88924121254726,0,16,0,70,166,NA
6.13111,0,0,-7.319860187737907,49.46129443142354,0,16,0,70,172,NA
6.21159,0,0,-11.273334531413063,48.712543852100865,-1,16,0,70,166,NA
6.292009,0,0,-15.14784722809427,47.6502122173062,-3,15,0,70,171,NA
6.372299,0,0,-18.922940996862227,46.28090647372057,-4,15,0,70,171,NA
6.452827,0,0,-22.58475710028475,44.60861740427669,-6,14,0,70,177,NA
6.533368,0,0,-26.0991986388033,42.64776465903328,-7,14,0,60,170,NA
6.613716,0,0,-29.438804414272035,40.41480910085111,-8,13,0,60,170,NA
6.693935,0,0,-32.58314737018574,37.9254335170049,-9,12,0,60,174,NA
6.774427,0,0,-35.52545743134429,35.1843981658596,-10,11,0,60,172,NA
6.854702,0,0,-38.23384964316897,32.2206880973009,-11,10,0,60,172,NA
6.935036,0,0,-40.69504706291147,29.05018321022125,-12,9,0,60,166,NA
7.015356,0,0,-42.895194397335246,25.69050987455911,-13,8,0,60,166,NA
7.095703,0,0,-44.81916492229443,22.163990066505892,-14,7,0,60,171,NA
7.176082,0,0,-46.45392010818385,18.494142493840364,-14,6,0,60,174,NA
7.25651,0,0,-47.78970445223809,14.701841665850402,-15,4,0,60,170,NA
7.336848,0,0,-48.81533185227991,10.819582993433073,-15,3,0,60,170,NA
7.41721,0,0,-49.52637996403067,6.865689161217685,-16,2,0,60,168,NA
7.497626,0,0,-49.917729426863424,2.867104613796515,-16,0,0,60,166,NA
7.577845,0,0,-49.98690280216819,-1.1443549478156936,-16,0,0,60,164,NA
7.658233,0,0,-49.73382219767542,-5.152371260886355,-16,-2,0,60,161,NA
7.738656,0,0,-49.158757598944554,-9.133266191686925,-16,-3,0,60,173,NA
7.818872,0,0,-48.268789377266856,-13.043158055204652,-16,-4,0,60,164,NA
7.899385,0,0,-47.064334526983515,-16.880415146914704,-15,-6,0,60,161,NA
7.97972,0,0,-45.55683275012714,-20.605217537724354,-15,-7,0,60,161,NA
8.060083,0,0,-43.75674930565927,-24.193943254494233,-14,-8,0,60,155,NA
8.14069,0,0,-41.66658353464189,-27.638665245462008,-14,-10,0,60,135,NA
8.221053,0,0,-39.31312251751496,-30.89463380464087,-13,-11,0,60,102,NA
8.301275,0,0,-36.709666568894335,-33.94702314490332,-12,-12,0,60,86,NA
8.381642,0,0,-33.86611944229643,-36.784316684153744,-11,-13,0,60,86,NA
8.461983,0,0,-30.806212266066414,-39.38244895658546,-10,-14,0,60,80,NA
8.542512,0,0,-27.538486238710703,-41.732862059536984,-9,-15,0,60,77,NA
8.622896,0,0,-24.09734960130096,-43.81001874220873,-8,-16,0,60,74,NA
8.703393,0,0,-20.49652844358997,-45.6058364879004,-6,-16,0,60,74,NA
8.783812,0,0,-16.76585093854582,-47.10526767046826,-5,-17,0,60,73,NA
