time,padx,pady,error_x,error_y,vx,vy,tof,h
2.030325,0,0,-36.31747340961724,-34.36627889576851,-21,-20,72,30
2.110559,0,0,-33.446055926273274,-37.1666697859332,-11,-13,70,30
2.190846,0,0,-30.357332865747093,-39.729489567300405,-10,-14,70,30
2.271181,0,0,-27.071424803994006,-42.037340057164634,-9,-15,72,30
2.351726,0,0,-23.601833759416664,-44.078945577144424,-7,-16,71,30
2.432165,0,0,-19.98318904398346,-45.83309018201172,-6,-17,71,30
2.512814,0,0,-16.226011812042536,-47.29393767361157,-5,-17,71,30
2.593211,0,0,-12.375282544612496,-48.44432249439566,-3,-18,70,30
2.673782,0,0,-8.436165127595121,-49.283172766573664,-2,-18,72,30
2.754234,0,0,-4.4482852878955,-49.801734487841806,-1,-18,72,30
2.834512,0,0,-0.4402964027463858,-49.998061353193776,0,-19,72,30
2.914929,0,0,3.5778886123372238,-49.87182283692574,1,-19,70,30
2.995171,0,0,7.564058846393746,-49.424538579214804,3,-18,71,30
3.075402,0,0,11.500573451287012,-48.65939590964475,4,-18,72,30
3.155634,0,0,15.363574164528096,-47.58109486856145,5,-18,72,30
3.235922,0,0,19.12999141146345,-46.19570790232935,7,-18,72,30
3.316382,0,0,22.779783190791136,-44.50934146648937,8,-17,72,30
3.396634,0,0,26.275741236805427,-42.53922216562548,9,-16,70,30
3.476997,0,0,29.604795086149625,-40.29337548415485,10,-16,70,30
3.557405,0,0,32.746745915743425,-37.78426434284173,12,-15,71,30
3.637684,0,0,35.670926367053696,-35.03690928315786,13,-14,72,30
3.717969,0,0,38.365082224385816,-32.06431764307663,14,-13,72,30
3.798392,0,0,40.81708106320022,-28.878467644252552,15,-12,70,30
3.878711,0,0,43.00323015795382,-25.50925706448643,15,-11,71,30
3.959133,0,0,44.91344319433615,-21.972314862779925,16,-9,70,30
4.039461,0,0,46.53182492245097,-18.29724759045388,17,-8,69,30
4.119777,0,0,47.849189295103706,-14.507070131537,17,-7,69,30
4.200258,0,0,48.861002708958964,-10.611428474767406,18,-5,70,30
4.280649,0,0,49.55536852890013,-6.653228536950652,18,-4,69,30
4.361068,0,0,49.929697675656605,-2.6505263661264733,18,-2,71,30
4.441448,0,0,49.98131649138745,1.3667486190812599,18,-1,69,30
4.521851,0,0,49.710094256766894,5.376479236763721,18,0,69,30
4.602269,0,0,49.117487534600514,9.352669046232915,18,1,69,30
4.682635,0,0,48.20811011469648,13.265674470953185,18,2,70,30
4.762908,0,0,46.989186967887484,17.0884846635655,18,4,69,30
4.843292,0,0,45.4653833704359,20.806222986868388,17,5,69,30
4.923714,0,0,43.64686826571675,24.391615169872786,17,6,71,30
5.004118,0,0,41.54691386475419,27.81823050293991,16,7,70,30
5.08446,0,0,39.180215266055,31.063012276751113,15,9,70,30
5.164754,0,0,36.562394921865184,34.10559012211293,14,10,69,30
5.245223,0,0,33.70263178529139,36.93416590022126,13,11,69,30
5.325463,0,0,30.633510926591338,39.516933184527474,12,12,69,30
5.405696,0,0,27.368158294781953,41.84475966655511,11,13,70,30
5.485978,0,0,23.924372793803027,43.90471940945685,10,13,69,30
5.566391,0,0,20.320951750869135,45.68433998580749,9,14,70,30
5.646725,0,0,16.590190861426425,47.16742061191648,7,15,70,30
5.72716,0,0,12.744653741105719,48.348462240482064,6,15,68,30
5.807396,0,0,8.828774147359898,49.21435509132381,5,16,70,30
5.887655,0,0,4.8548602469022875,49.76374515631885,3,16,70,30
5.968109,0,0,0.8410873651096418,49.992925219917396,2,16,70,30
6.048486,0,0,-3.1771120491863676,49.89895749438975,0,16,70,30
6.12876,0,0,-7.167254349500091,49.48363835743661,0,16,69,30
6.209046,0,0,-11.11282659907535,48.74941112443189,-1,16,69,30
6.289367,0,0,-14.989054577844897,47.70040086689406,-3,15,70,30
6.369623,0,0,-18.765030813980328,46.34515744444471,-4,15,70,30
6.449873,0,0,-22.41971002917175,44.69179569236233,-5,15,69,30
6.530104,0,0,-25.92957360887412,42.75110773374158,-7,14,69,30
