time,padx,pady,error_x,error_y,vx,vy,tof,h
2.030238,0,0,-36.30232818728048,-34.38227694878542,-21,-20,81,80
2.110656,0,0,-33.425005157027606,-37.18560245918678,-11,-13,80,80
2.191009,0,0,-30.330130930757228,-39.75025984472458,-10,-14,80,80
2.271329,0,0,-27.04481971664175,-42.054461433887674,-9,-15,80,80
2.351609,0,0,-23.585227486688115,-44.087833292203996,-7,-16,80,80
2.43185,0,0,-19.973463154567234,-45.837329433695686,-6,-17,80,80
2.512308,0,0,-16.224940611305634,-47.29430517683503,-5,-17,80,80
2.592579,0,0,-12.3824780746018,-48.44248380019346,-3,-18,80,80
2.672997,0,0,-8.45104027349124,-49.280624167068225,-2,-18,80,80
2.753298,0,0,-4.4684820151088624,-49.79992639031356,-1,-18,80,80
2.833635,0,0,-0.459845934053537,-49.99788537245285,0,-19,80,80
2.914089,0,0,3.559660437874662,-49.87312720861837,1,-19,81,80
2.994382,0,0,7.549835573380789,-49.426713251185475,3,-18,81,80
3.0748,0,0,11.496292525598067,-48.6604075010257,4,-18,81,80
3.155166,0,0,15.365253099083706,-47.58055272063471,5,-18,81,80
3.235427,0,0,19.12909928077811,-46.19607733029001,7,-18,81,80
3.315787,0,0,22.775442834228325,-44.5115625843982,8,-17,81,80
3.396218,0,0,26.280213775697508,-42.53645923091906,9,-16,81,80
3.476516,0,0,29.605967089724057,-40.29251435046187,10,-16,82,80
3.556871,0,0,32.744583829187135,-37.786138064815994,12,-15,82,80
3.637171,0,0,35.67054210620258,-35.03730049318339,13,-14,82,80
3.717427,0,0,38.364845236737324,-32.064601197600965,14,-13,82,80
3.797712,0,0,40.812253993733826,-28.885289057770517,15,-12,82,80
3.878276,0,0,43.00554109617416,-25.505360907567553,15,-11,82,80
3.958603,0,0,44.91247400815118,-21.974295858278246,16,-9,82,80
4.038959,0,0,46.53221316591102,-18.296260215744013,17,-8,82,80
4.119266,0,0,47.85000548555043,-14.50437778854348,17,-7,81,80
4.19967,0,0,48.86037266239463,-10.614329149405512,18,-5,82,80
4.280235,0,0,49.55567620903074,-6.650936435247654,18,-4,81,80
4.360744,0,0,49.93009271068989,-2.6430743277313193,18,-2,82,80
4.441214,0,0,49.98092308660888,1.3810602486810046,18,-1,82,80
4.521631,0,0,49.708661949711576,5.3897056662954155,18,0,82,80
4.602085,0,0,49.114392047029796,9.368911028004064,18,1,83,80
4.682293,0,0,48.20571826747225,13.274363499508846,18,2,83,80
4.762659,0,0,46.98446723930733,17.101457196346047,18,4,83,80
4.842913,0,0,45.462664579003324,20.812163015338804,17,5,83,80
4.923336,0,0,43.6433204014515,24.397962708723192,17,6,83,80
5.003706,0,0,41.54364381294723,27.82311374995566,16,7,83,80
5.084098,0,0,39.17665272278737,31.0675052335735,15,9,83,80
5.164417,0,0,36.55655603642932,34.11184853911325,14,10,83,80
5.244666,0,0,33.703899799383414,36.9330087904184,13,11,83,80
5.325059,0,0,30.631089525324352,39.51881013506815,12,12,83,80
5.405574,0,0,27.353022051182407,41.85465547185318,11,13,83,80
5.486168,0,0,23.894639041374575,43.9209087460906,10,13,84,80
5.566685,0,0,20.284664109607363,45.70046391406117,9,14,84,80
5.647018,0,0,16.550071849464793,47.18151249989293,7,15,84,80
5.727498,0,0,12.704972929264574,48.35890469051852,6,15,84,80
5.807957,0,0,8.77563919691995,49.223857596550495,5,16,84,80
5.88831,0,0,4.796103370693873,49.769442356305525,3,16,84,80
5.968636,0,0,0.7874622208887574,49.99379864793906,2,16,84,80
6.049049,0,0,-3.230586503714789,49.895523955982426,0,16,84,80
6.129388,0,0,-7.224115090769481,49.4753692371802,0,16,84,80
6.20967,0,0,-11.169398723286013,48.73648050649797,-1,16,84,80
6.290176,0,0,-15.050534088340656,47.68103840790064,-3,15,84,80
6.370669,0,0,-18.83570395390679,46.31647931957674,-4,15,84,80
6.451181,0,0,-22.50101582487119,44.65091585677607,-6,14,84,80
6.531506,0,0,-26.010354997703033,42.70200736374655,-7,14,84,80
6.611883,0,0,-29.35582782415793,40.47512041684861,-8,13,84,80
6.692248,0,0,-32.510832634179195,37.9874421543803,-9,12,84,80
6.772806,0,0,-35.46063719000907,35.249726383030904,-10,11,84,80
6.853147,0,0,-38.17665075890399,32.288439677888974,-11,10,84,80
6.933441,0,0,-40.64202943172333,29.12431018360666,-12,9,84,80
7.013905,0,0,-42.85214845546987,25.762247043889065,-13,8,84,80
7.094221,0,0,-44.78138595616066,22.24022193786242,-14,7,84,80
7.174645,0,0,-46.42332207708051,18.570814934397706,-14,6,84,80
7.255141,0,0,-47.765693591044645,14.77966561754482,-15,4,84,80
7.335701,0,0,-48.800113305434195,10.888018248367525,-15,3,84,80
7.416261,0,0,-49.51833357378329,6.923484677207488,-16,2,84,80
7.496617,0,0,-49.91415185808547,2.928727417835807,-16,0,84,80
7.577036,0,0,-49.98807134698474,-1.0921185873168948,-16,0,84,80
7.657258,0,0,-49.73971520544988,-5.095167443837166,-16,-2,84,80
7.737688,0,0,-49.16954978773886,-9.074986152665433,-16,-3,84,80
7.818022,0,0,-48.28325712438081,-12.989498891832977,-16,-4,84,80
7.898392,0,0,-47.08474499342554,-16.82340003994701,-15,-6,84,80
7.9787,0,0,-45.58240238906421,-20.548591008666104,-15,-7,84,80
8.059282,0,0,-43.78068354213825,-24.150605553135627,-14,-8,84,80
8.139844,0,0,-41.69593630273358,-27.59436347949313,-14,-10,84,80
8.220244,0,0,-39.34379662750101,-30.855561361508894,-13,-11,84,80
8.300781,0,0,-36.73565244864082,-33.91890091339443,-12,-12,83,80
8.381146,0,0,-33.89220186302862,-36.760286354647995,-11,-13,83,80
8.461555,0,0,-30.83202678843959,-39.36224236647276,-10,-14,83,80
8.542168,0,0,-27.56242114108475,-41.717058151809844,-9,-15,83,80
8.622519,0,0,-24.12297780578054,-43.79591238668078,-8,-16,83,80
8.702909,0,0,-20.528012570593106,-45.59167358083679,-6,-16,83,80
8.783227,0,0,-16.803816724028337,-47.091737529053496,-5,-17,82,80
8.863612,0,0,-12.970718418106978,-48.28830566211845,-4,-17,82,80
8.943945,0,0,-9.051195153514671,-49.173934826216545,-2,-18,81,80
9.024352,0,0,-5.073022273181346,-49.7419787002468,-1,-18,79,80
9.104757,0,0,-1.0609841669196998,-49.98874185851796,0,-18,76,70
9.185196,0,0,2.9594223179867742,-49.91234135505769,1,-18,76,70
9.265641,0,0,6.958527551246026,-49.51342135541181,2,-18,73,70
9.346102,0,0,10.917433252008346,-48.793541080638356,4,-18,69,70
9.426493,0,0,14.800656682391025,-47.759193479056925,5,-18,65,60
9.506828,0,0,18.585737759689064,-46.4173496865996,6,-17,60,60
9.587261,0,0,22.254840912445733,-44.774122615208576,8,-17,60,60
9.667797,0,0,25.78273225607099,-42.83982629997181,9,-16,56,50
9.748142,0,0,29.139834533970372,-40.63090010488111,10,-15,53,50
