time,padx,pady,error_x,error_y,vx,vy,tof,h
2.030508,0,0,-36.319874033900874,-34.363741795118486,-23,-22,76,50
2.110966,0,0,-33.441802319457544,-37.170497139886685,-14,-17,76,50
2.191466,0,0,-30.3447048256616,-39.7391354843493,-13,-18,76,50
2.272025,0,0,-27.046474078929645,-42.05339748341134,-11,-19,75,50
2.352622,0,0,-23.574484178185152,-44.09357884922132,-10,-20,75,50
2.433121,0,0,-19.950926234682452,-45.84714323028491,-8,-21,75,50
2.513673,0,0,-16.197075194057113,-47.30385560562754,-6,-22,74,50
2.594187,0,0,-12.34208486573082,-48.45279085013678,-5,-22,74,50
2.67473,0,0,-8.40174725302563,-49.28905195980418,-3,-23,74,50
2.755355,0,0,-4.407236543243005,-49.80538390627968,-1,-23,74,50
2.83579,0,0,-0.389705725114615,-49.998481271412764,0,-23,74,50
2.916428,0,0,3.6386695069114725,-49.86742508110352,2,-23,74,50
2.996858,0,0,7.632621059643566,-49.41399696199332,3,-23,74,50
3.077247,0,0,11.576489953403648,-48.64139060880912,5,-23,74,50
3.157541,0,0,15.439934949805101,-47.55637085339657,7,-22,74,50
3.238059,0,0,19.215217498783133,-46.160322967614285,9,-21,74,50
3.318513,0,0,22.862855468495844,-44.466727334341456,10,-21,75,50
3.398979,0,0,26.362959000407,-42.48522558187563,12,-20,74,50
3.479563,0,0,29.697536286375843,-40.225071019444954,13,-19,74,50
3.560043,0,0,32.835218156726,-37.70740575271933,15,-18,74,50
3.64055,0,0,35.761133585458694,-34.94483258913939,16,-17,75,50
3.720833,0,0,38.44935465652675,-31.96321520899649,17,-15,75,50
3.801207,0,0,40.89074975656278,-28.774060963759712,19,-14,75,50
3.881688,0,0,43.07264683137736,-25.391870646713638,20,-12,75,50
3.962223,0,0,44.974940316762925,-21.846160841292292,20,-11,75,50
4.042699,0,0,46.586135258242756,-18.15852421593537,21,-9,74,50
4.123043,0,0,47.89330010621022,-14.360773131572133,22,-7,75,50
4.20355,0,0,48.892579866501954,-10.464971762872914,22,-6,74,50
4.283821,0,0,49.57453443639646,-6.508881272118991,23,-4,75,50
4.364148,0,0,49.936888062462856,-2.511416062116047,23,-2,75,50
4.444727,0,0,49.976994920025824,1.5165680873975773,23,0,75,50
4.525169,0,0,49.69356711033723,5.527150065848599,23,1,75,50
4.605765,0,0,49.087161934536304,9.510548523224607,23,2,78,50
4.68612,0,0,48.16500931186995,13.421321767526507,22,4,76,50
4.766693,0,0,46.92849749150793,17.2544522715018,22,6,76,50
4.847,0,0,45.393902961541286,20.96171686475545,21,8,76,50
4.927419,0,0,43.56329050489205,24.54057294331943,20,9,77,50
5.007645,0,0,41.45538887327909,27.95444031572101,19,11,78,50
5.088006,0,0,39.07905736247177,31.19017915403246,18,12,78,50
5.168483,0,0,36.443593869362594,34.23250598312892,17,14,76,50
5.24884,0,0,33.579516490684995,37.04613437663658,16,15,78,50
5.329148,0,0,30.499001429001627,39.62083936306444,14,16,78,50
5.409548,0,0,27.218825065902752,41.9420500456497,13,17,77,50
5.489754,0,0,23.769270739080007,43.988882328746605,11,18,78,50
5.570072,0,0,20.165285674013308,45.753264951098664,10,19,77,50
5.650618,0,0,16.417268928504377,47.22788668709585,8,20,77,50
5.73094,0,0,12.576234012113419,48.39254424053939,6,20,77,50
