time,padx,pady,error_x,error_y,vx,vy,vz,h,tof,cam
2.030451,0,0,-36.2559554764623,-34.431173266224654,-25,-24,0,70,82,NA
2.111271,0,0,-33.35765063094487,-37.24603528409196,-14,-17,0,70,81,NA
2.191594,0,0,-30.26157523392014,-39.8024756059443,-13,-18,0,70,81,NA
2.272163,0,0,-26.96002033691135,-42.10887440235522,-11,-19,0,70,81,NA
2.352661,0,0,-23.48679304848562,-44.14035061366876,-10,-20,0,70,80,NA
2.433235,0,0,-19.85708725999601,-45.88786425133451,-8,-21,0,70,81,NA
2.513648,0,0,-16.107486682876985,-47.33443643649875,-6,-22,0,70,80,NA
2.594158,0,0,-12.248998878499599,-48.476406905571245,-5,-23,0,70,80,NA
2.674587,0,0,-8.313750989759647,-49.30397087943597,-3,-23,0,70,80,NA
2.755302,0,0,-4.311816675176994,-49.81373542467645,-1,-23,0,70,80,NA
2.835956,0,0,-0.284124474004316,-49.99919272631581,0,-24,0,70,79,NA
2.916445,0,0,3.7359884937651375,-49.86022853913181,2,-24,0,70,80,NA
2.997014,0,0,7.736702860936498,-49.3978079355914,3,-23,0,70,80,NA
3.077497,0,0,11.683328386522906,-48.61583937167668,5,-23,0,70,79,NA
3.158101,0,0,15.558848196789427,-47.51759929530597,7,-23,0,70,79,NA
3.23859,0,0,19.330373879024954,-46.112217965492725,9,-22,0,70,79,NA
3.319151,0,0,22.97801897423334,-44.40732646782254,10,-21,0,70,79,NA
3.399658,0,0,26.474957586183205,-42.41552334711668,12,-21,0,70,79,NA
3.480178,0,0,29.80066948944662,-40.148724736668356,14,-20,0,70,78,NA
3.560748,0,0,32.93510894337671,-37.62018871414533,15,-18,0,70,78,NA
3.641418,0,0,35.859735587969475,-34.84364165182675,16,-17,0,70,78,NA
3.721968,0,0,38.54715222862433,-31.8452045850433,18,-16,0,70,78,NA
3.802337,0,0,40.97946352144823,-28.647575281239657,19,-15,0,70,78,NA
3.882862,0,0,43.15079717438543,-25.258834161834354,20,-13,0,70,78,NA
3.963398,0,0,45.04319581707978,-21.705080294350594,21,-11,0,70,78,NA
4.044005,0,0,46.64447289587096,-18.00814116632695,22,-10,0,70,78,NA
4.124755,0,0,47.94497089828707,-14.187310018548487,22,-8,0,70,78,NA
4.205364,0,0,48.93183348563184,-10.279867301400266,23,-6,0,70,78,NA
4.286029,0,0,49.60098952555192,-6.304112791352106,23,-4,0,70,77,NA
4.366537,0,0,49.947340101595614,-2.2941701714430893,23,-3,0,70,77,NA
4.447056,0,0,49.97006757351313,1.7298400788892998,23,-1,0,70,78,NA
4.527674,0,0,49.66844871889237,5.748495617007866,23,0,0,70,78,NA
4.608264,0,0,49.04440665338052,9.728626625472089,23,2,0,70,77,NA
4.688805,0,0,48.10278072487538,13.64267153216546,23,4,0,70,78,NA
4.769334,0,0,46.84933383050784,17.468254624822528,22,5,0,70,77,NA
4.849952,0,0,45.29075757306668,21.183655927570737,22,7,0,70,77,NA
4.930401,0,0,43.441457376070694,24.755601003470566,21,9,0,70,76,NA
5.010912,0,0,41.30999909014004,28.16884760107572,20,10,0,70,76,NA
5.091538,0,0,38.90742785839507,31.40401339707687,19,12,0,70,77,NA
5.172175,0,0,36.250862470363636,34.436535397086345,18,13,0,70,78,NA
5.25267,0,0,33.36482191496417,37.239611418256324,16,15,0,70,78,NA
5.333184,0,0,30.26104982090819,39.802875068724774,15,16,0,70,79,NA
5.413713,0,0,26.961472372617546,42.10794470762709,14,17,0,70,79,NA
5.494326,0,0,23.483568819780793,44.14206605367061,12,18,0,70,79,NA
5.575094,0,0,19.846459471600568,45.892461760534445,10,19,0,70,76,NA
5.655666,0,0,16.087641380733935,47.34118497465919,9,20,0,70,65,NA
5.736238,0,0,12.225334619322263,48.48238023700569,7,20,0,70,59,NA
5.816835,0,0,8.282359192873766,49.30925396109963,5,21,0,70,59,NA
5.897582,0,0,4.278093894569477,49.81664292813444,3,21,0,70,59,NA
5.978411,0,0,0.2413007185011726,49.999417736242194,2,21,0,70,60,NA
6.059204,0,0,-3.7946080364524524,49.855801566615,0,21,0,70,64,NA
6.139879,0,0,-7.800192492198736,49.38782235617042,-1,21,0,70,132,NA
6.220519,0,0,-11.752333174232357,48.59920436552267,-3,21,0,70,132,NA
6.3013,0,0,-15.635733724396445,47.49235549959353,-5,20,0,70,173,NA
6.382084,0,0,-19.418162945419155,46.07531820644487,-6,20,0,70,173,NA
6.462611,0,0,-23.06081967456729,44.36438431824666,-8,19,0,70,184,NA
6.543317,0,0,-26.562419736909582,42.36080567836542,-10,18,0,70,184,NA
6.62408,0,0,-29.892421101803908,40.08045858859936,-11,17,0,70,176,NA
6.704806,0,0,-33.027808849339834,37.538831130064096,-13,16,0,70,176,NA
6.785462,0,0,-35.94473230201758,34.755952292180034,-14,15,0,70,176,NA
6.86603,0,0,-38.62599073588653,31.74953290477212,-15,13,0,70,178,NA
6.946675,0,0,-41.05781737871241,28.535164833872983,-16,12,0,80,174,NA
7.027351,0,0,-43.22363185099144,25.133993904868333,-17,10,0,80,183,NA
7.108137,0,0,-45.11115460532415,21.563481402003294,-18,9,0,80,173,NA
7.188828,0,0,-46.70233090750046,17.85755548238132,-19,7,0,80,173,NA
7.269546,0,0,-47.990297360279435,14.033223409892557,-20,6,0,80,180,NA
7.350127,0,0,-48.96405749091623,10.125269084140404,-20,4,0,80,174,NA
7.430795,0,0,-49.62071613888245,6.146912221957513,-21,2,0,80,183,NA
7.51153,0,0,-49.954830666462755,2.124827777734531,-21,0,0,80,179,NA
7.592334,0,0,-49.963357794408886,-1.9138646524456067,-21,-1,0,80,178,NA
7.673008,0,0,-49.64651476725928,-5.934944941977656,-21,-2,0,70,168,NA
7.753657,0,0,-49.00707437822163,-9.914971552528684,-21,-4,0,70,168,NA
7.834242,0,0,-48.04979688915161,-13.8281242007467,-20,-6,0,70,180,NA
7.914872,0,0,-46.78016729850801,-17.652647040135413,-20,-8,0,70,180,NA
7.995591,0,0,-45.204564870961875,-21.366967843542987,-19,-10,0,70,176,NA
8.076334,0,0,-43.333763386906426,-24.943635475359407,-18,-11,0,80,174,NA
8.156991,0,0,-41.18331494015366,-28.353739974474557,-17,-13,0,80,176,NA
8.237585,0,0,-38.766777910473685,-31.577475048521684,-16,-14,0,80,172,NA
8.318135,0,0,-36.100596128240866,-34.59403068718128,-15,-16,0,80,179,NA
8.398829,0,0,-33.19444599800765,-37.39155994185525,-14,-17,0,80,173,NA
8.479301,0,0,-30.08116452188021,-39.93899774665828,-13,-18,0,80,175,NA
8.559897,0,0,-26.768522612618877,-42.23086782363952,-11,-19,0,80,175,NA
8.640378,0,0,-23.286042745595683,-44.246584198673354,-10,-20,0,80,172,NA
8.720786,0,0,-19.657709685433876,-45.97362776552661,-8,-21,0,80,172,NA
8.801352,0,0,-15.893060628756542,-47.40686262399853,-6,-22,0,80,173,NA
8.881884,0,0,-12.028367098105761,-48.531622525454544,-5,-22,0,80,175,NA
8.962333,0,0,-8.088983837667833,-49.341345142526755,-3,-23,0,80,174,NA
9.042877,0,0,-4.093559989253475,-49.83214591620938,-1,-23,0,80,178,NA
9.123402,0,0,-0.07093526454505343,-49.99994968185712,0,-23,0,80,178,NA
9.20397,0,0,3.9528505288214713,-49.843504819552926,2,-23,0,80,171,NA
9.284529,0,0,7.950444461700486,-49.36385755653033,3,-23,0,80,172,NA
9.364965,0,0,11.891483095720007,-48.565343917079446,5,-23,0,80,171,NA
9.445493,0,0,15.759434374752246,-47.45145127588699,7,-22,0,80,172,NA
9.526153,0,0,19.531541306003486,-46.02737114165743,9,-22,0,80,169,NA
9.606845,0,0,23.17837242946388,-44.30308173841938,10,-21,0,80,169,NA
9.687413,0,0,26.66859768076049,-42.29404092471818,12,-20,0,80,169,NA
9.767822,0,0,29.97960885632771,-40.01528523978802,14,-19,0,80,165,NA
9.848268,0,0,33.09793990257081,-37.477011276325264,15,-18,0,80,149,NA
9.928882,0,0,36.00837298674278,-34.690014050841974,16,-17,0,80,6553,NA
10.009436,0,0,38.68312728762787,-31.679893674840194,18,-16,0,80,6553,NA
10.090044,0,0,41.108276895214004,-28.46242383751627,19,-14,0,80,88,NA
10.170618,0,0,43.26612418727978,-25.060776081575835,20,-13,0,80,79,NA
10.251176,0,0,45.142198032060556,-21.498417542559462,21,-11,0,70,76,NA
10.33181,0,0,46.72723625163351,-17.792284628007362,21,-9,0,70,76,NA
10.412442,0,0,48.008422621063055,-13.971090059025515,22,-8,0,70,76,NA
10.493279,0,0,48.978840165876164,-10.053517593636366,23,-6,0,70,75,NA
10.573843,0,0,49.629701003377576,-6.0739425676690795,23,-4,0,70,77,NA
10.654313,0,0,49.9573322825761,-2.0651758298702543,23,-2,0,70,77,NA
10.734733,0,0,49.96175902556602,1.9551560222326612,23,-1,0,80,77,NA
10.815272,0,0,49.64256110044538,5.967924881275513,23,0,0,80,77,NA
10.895697,0,0,49.00269076461387,9.936614002145141,23,2,0,80,80,NA
10.976216,0,0,48.04466572554475,13.845941474694495,23,4,0,80,82,NA
11.056783,0,0,46.77459107936897,17.667417167141807,22,6,0,80,85,NA
11.137327,0,0,45.2012206004396,21.374041644723977,21,7,0,80,85,NA
11.217798,0,0,43.337198176412876,24.93766737724915,21,9,0,80,84,NA
11.298302,0,0,41.19125391489009,28.342205293855514,20,10,0,80,6553,NA
11.378832,0,0,38.77778721734448,31.563954418392427,19,12,0,80,6553,NA
11.459455,0,0,36.109812929273296,34.58440993009548,18,13,0,70,6553,NA
11.540036,0,0,33.208490178517195,37.3790874696444,16,15,0,70,6553,NA
11.620635,0,0,30.0916534560087,39.93109555576305,15,16,0,70,6553,NA
11.701347,0,0,26.774469211742446,42.22709791626055,13,17,0,70,6553,NA
11.782023,0,0,23.283971207200988,44.24767434365602,12,18,0,70,6553,NA
11.862646,0,0,19.644694210941413,45.979190829750415,10,19,0,70,6553,NA
11.943328,0,0,15.87553624989296,47.412734036104,9,20,0,70,6553,NA
12.023922,0,0,12.007325937627716,48.5368326513749,7,20,0,70,146,NA
12.104359,0,0,8.06755671222858,49.34485311250785,2,22,0,70,164,NA
12.184747,0,0,4.079583522486578,49.83329206748292,0,22,0,70,165,NA
12.265361,0,0,0.05298990920473833,49.999971920687344,0,22,0,70,165,NA
12.345874,0,0,-3.968065732392044,49.84229583740517,-2,22,0,70,172,NA
12.42645,0,0,-7.966842918482857,49.361213659230664,-4,22,0,70,174,NA
12.507189,0,0,-11.92234265428979,48.55777739594041,-6,22,0,70,165,NA
12.587659,0,0,-15.786565256759507,47.44243203498397,-8,22,0,70,176,NA
12.668236,0,0,-19.553918558501543,46.01786901853984,-9,21,0,70,176,NA
12.748837,0,0,-23.195602276396812,44.294063203043535,-11,20,0,70,168,NA
12.829572,0,0,-26.692263609517564,42.27910906582617,-13,19,0,70,168,NA
12.91025,0,0,-30.01313628279878,39.99014441672032,-14,18,0,70,167,NA
12.990654,0,0,-33.12782094469833,37.450600521967694,-16,17,0,70,167,NA
13.07127,0,0,-36.036129367716576,34.6611797288147,-17,16,0,80,166,NA
13.151811,0,0,-38.70784703535627,31.649685273118607,-18,15,0,80,176,NA
13.2324,0,0,-41.13037566912635,28.430480075379293,-19,13,0,80,176,NA
13.312942,0,0,-43.284260969081494,25.02943771562694,-20,12,0,80,166,NA
13.393447,0,0,-45.15674632635792,21.46784249096683,-21,10,0,80,167,NA
13.474093,0,0,-46.739270169130656,17.760648187974816,-22,9,0,80,164,NA
13.554594,0,0,-48.016097794861814,13.944689044731923,-23,7,0,80,164,NA
13.635223,0,0,-48.98344761246392,10.031044810836127,-23,5,0,80,170,NA
13.715678,0,0,-49.63117283353359,6.061904252618746,-24,3,0,80,164,NA
13.796259,0,0,-49.95804830436269,2.0477816336133148,-24,2,0,80,166,NA
13.876706,0,0,-49.961041855848634,-1.9733972428635034,-24,0,0,80,157,NA
13.957173,0,0,-49.64081830422787,-5.9824040390661475,-24,-1,0,80,157,NA
14.037781,0,0,-48.99756382236097,-9.961864256938206,-24,-3,0,80,162,NA
14.118217,0,0,-48.03916104144851,-13.865028180057049,-23,-5,0,80,155,NA
14.198663,0,0,-46.76953293078039,-17.680802850454736,-23,-6,0,80,163,NA
14.279294,0,0,-45.193296492881345,-21.39079129220138,-22,-8,0,80,162,NA
14.359847,0,0,-43.32569854162713,-24.957641031957497,-21,-10,0,80,162,NA
14.440383,0,0,-41.17738050968541,-28.362357701019498,-20,-11,0,70,159,NA
14.520883,0,0,-38.76342191814538,-31.5815946588491,-19,-13,0,70,164,NA
14.601392,0,0,-36.09756297639429,-34.59719565463721,-18,-14,0,70,154,NA
14.681903,0,0,-33.19873619586125,-37.3877508684009,-17,-15,0,70,153,NA
14.762453,0,0,-30.08149081468816,-39.938751988085855,-15,-17,0,70,153,NA
14.842993,0,0,-26.771817655758962,-42.22877904234022,-14,-18,0,70,161,NA
14.923586,0,0,-23.28553919500541,-44.24684920305475,-12,-19,0,70,157,NA
15.004153,0,0,-19.6483844208946,-45.977614005608714,-10,-20,0,70,163,NA
15.084695,0,0,-15.886394906150821,-47.40909677357105,-9,-20,0,70,163,NA
15.165269,0,0,-12.018824007537036,-48.53398674615399,-7,-21,0,70,154,NA
15.246103,0,0,-8.061787625656748,-49.345795973707915,-5,-21,0,70,157,NA
15.326738,0,0,-4.059749149417019,-49.83491182739072,-3,-22,0,70,154,NA
15.407289,0,0,-0.036892290548390695,-49.99998638958713,-2,-22,0,70,158,NA
15.487834,0,0,3.9862513191188413,-49.840844700113415,0,-22,0,70,158,NA
15.56832,0,0,7.981275233923722,-49.35888213523839,1,-22,0,70,153,NA
15.648709,0,0,11.918630623023798,-48.558688656839976,3,-21,0,70,159,NA
15.729372,0,0,15.792552880736663,-47.44043922129238,5,-21,0,70,159,NA
15.810088,0,0,19.565804079783184,-46.01281680914068,6,-20,0,70,160,NA
15.890551,0,0,23.20122416253786,-44.29111871876425,8,-20,0,70,159,NA
15.971126,0,0,26.691178643374354,-42.27979402300201,10,-19,0,70,158,NA
16.051602,0,0,30.00312772606951,-39.99765401436888,11,-18,0,70,158,NA
16.132358,0,0,33.13147598879814,-37.4473670476803,13,-17,0,70,160,NA
16.212851,0,0,36.035834897300845,-34.6614858777646,14,-15,0,70,136,NA
16.293306,0,0,38.70468034188191,-31.65355777211687,15,-14,0,70,112,NA
16.373965,0,0,41.12928680933385,-28.432055264358862,16,-13,0,70,77,NA
16.454619,0,0,43.286262125656286,-25.025976727971553,18,-11,0,70,77,NA
16.535186,0,0,45.16022295853678,-21.46052800690719,18,-10,0,70,67,NA
16.615844,0,0,46.74212514945435,-17.753133146370175,19,-8,0,70,65,NA
16.696416,0,0,48.019568483986966,-13.932732776152909,20,-6,0,70,64,NA
16.777114,0,0,48.986156369654225,-10.017808349523596,20,-4,0,70,64,NA
16.857858,0,0,49.634641077631514,-6.033440568588898,21,-3,0,70,64,NA
16.938708,0,0,49.95979296056181,-2.0047661553902474,21,-1,0,70,64,NA
17.019339,0,0,49.95896526111933,2.0252876433414886,21,0,0,70,65,NA
17.100031,0,0,49.633026955939215,6.046704490134401,21,2,0,70,65,NA
17.180668,0,0,48.98488325830181,10.024031732319246,21,4,0,70,65,NA
17.261366,0,0,48.017402518200676,13.940195673127958,20,5,0,70,65,NA
17.342039,0,0,46.73787476683197,17.76431992168379,20,7,0,70,67,NA
17.422562,0,0,45.1575114875337,21.466232931123756,19,9,0,70,66,NA
17.503174,0,0,43.28214534077875,25.03309598710684,18,10,0,70,67,NA
17.583697,0,0,41.128657279974576,28.432965908367603,17,12,0,70,67,NA
17.664433,0,0,38.7015945232205,31.657330610148243,16,14,0,70,67,NA
17.745119,0,0,36.023826328000155,34.67396626707252,15,15,0,70,67,NA
17.825817,0,0,33.11181283121321,37.46475478407278,14,16,0,80,69,NA
17.906447,0,0,29.986371289310558,40.01021790617506,13,17,0,80,69,NA
17.987091,0,0,26.667073680940256,42.29500184768058,11,19,0,80,69,NA
18.067771,0,0,23.170089475073414,44.30741420707252,10,20,0,80,70,NA
18.148316,0,0,19.530650961266527,46.02774894592586,8,20,0,80,70,NA
18.228851,0,0,15.764512449413754,47.449764459186504,6,21,0,80,70,NA
18.309285,0,0,11.900698124658593,48.56308664145791,5,22,0,80,70,NA
18.389695,0,0,7.961976549144409,49.36199883950076,3,22,0,80,68,NA
18.470091,0,0,3.9724803717063883,49.841944180543436,1,22,0,80,68,NA
18.550501,0,0,-0.04440088595224784,49.99998028560938,0,22,0,80,64,NA
18.631157,0,0,-4.072460713787344,49.83387466106422,-2,22,0,80,58,NA
18.711596,0,0,-8.064974344948777,49.34527524307994,-3,22,0,80,49,NA
18.79209,0,0,-12.004392394658696,48.53755827434112,-5,22,0,80,47,NA
18.872803,0,0,-15.879724350233298,47.411331499554066,-7,22,0,80,47,NA
18.954306,0,0,-19.685931931911952,45.96155006059009,-9,21,0,80,47,NA
19.034944,0,0,-23.325668179533505,44.225707501161565,-10,20,0,80,51,NA
19.115415,0,0,-26.804670567681914,42.20793332725552,-12,19,0,80,60,NA
19.195967,0,0,-30.11383590560841,39.91436943069613,-14,18,0,80,61,NA
19.276615,0,0,-33.23117813231391,37.35891861307581,-15,17,0,80,61,NA
19.357306,0,0,-36.1346433818443,34.55846564399143,-16,16,0,80,59,NA
19.437971,0,0,-38.80183852060566,31.534383257340593,-18,15,0,80,6553,NA
19.51856,0,0,-41.21444132992092,28.308476219367684,-19,13,0,80,114,NA
19.599156,0,0,-43.35993692621495,24.89810976268402,-20,12,0,80,142,NA
19.679706,0,0,-45.22263914269031,21.32868746477415,-21,10,0,80,142,NA
19.76025,0,0,-46.79242917754625,17.62011837827199,-22,9,0,80,150,NA
19.840769,0,0,-48.05782371806898,13.800202153700742,-22,7,0,70,153,NA
19.921351,0,0,-49.012579764031074,9.887720914067701,-23,5,0,70,155,NA
20.001956,0,0,-49.64970987654907,5.9081561569161,-23,3,0,70,156,NA
20.08236,0,0,-49.963793687940885,1.9024511317978137,-23,2,0,70,156,NA
20.162988,0,0,-49.954683565781096,-2.1282833088384217,-23,0,0,70,151,NA
20.243623,0,0,-49.62089032235536,-6.145505969143706,-23,-1,0,70,157,NA
20.324142,0,0,-48.96595134241545,-10.116106421553802,-23,-3,0,70,157,NA
20.404556,0,0,-47.9949282046257,-14.017377309355124,-23,-5,0,70,157,NA
20.485053,0,0,-46.712587632129015,-17.83070825039397,-22,-6,0,70,157,NA
20.565657,0,0,-45.12507697762312,-21.53433137489037,-21,-8,0,70,151,NA
